0,Kernel.Emergency
1,Kernel.Alert
2,Kernel.Critical
3,Kernel.Error
4,Kernel.Warning
5,Kernel.Notice
6,Kernel.Info
7,Kernel.Debug
8,User.Emergency
9,User.Alert
10,User.Critical
11,User.Error
12,User.Warning
13,User.Notice
14,User.Info
15,User.Debug
16,Mail.Emergency
17,Mail.Alert
18,Mail.Critical
19,Mail.Error
20,Mail.Warning
21,Mail.Notice
22,Mail.Info
23,Mail.Debug
24,System.Emergency
25,System.Alert
26,System.Critical
27,System.Error
28,System.Warning
29,System.Notice
30,System.Info
31,System.Debug
32,Security.Emergency
33,Security.Alert
34,Security.Critical
35,Security.Error
36,Security.Warning
37,Security.Notice
38,Security.Info
39,Security.Debug
40,Syslog.Emergency
41,Syslog.Alert
42,Syslog.Critical
43,Syslog.Error
44,Syslog.Warning
45,Syslog.Notice
46,Syslog.Info
47,Syslog.Debug
48,Lpd.Emergency
49,Lpd.Alert
50,Lpd.Critical
51,Lpd.Error
52,Lpd.Warning
53,Lpd.Notice
54,Lpd.Info
55,Lpd.Debug
56,Nntp.Emergency
57,Nntp.Alert
58,Nntp.Critical
59,Nntp.Error
60,Nntp.Warning
61,Nntp.Notice
62,Nntp.Info
63,Nntp.Debug
64,Uucp.Emergency
65,Uucp.Alert
66,Uucp.Critical
67,Uucp.Error
68,Uucp.Warning
69,Uucp.Notice
70,Uucp.Info
71,Uucp.Debug
72,Time.Emergency
73,Time.Alert
74,Time.Critical
75,Time.Error
76,Time.Warning
77,Time.Notice
78,Time.Info
79,Time.Debug
80,Security.Emergency
81,Security.Alert
82,Security.Critical
83,Security.Error
84,Security.Warning
85,Security.Notice
86,Security.Info
87,Security.Debug
88,Ftpd.Emergency
89,Ftpd.Alert
90,Ftpd.Critical
91,Ftpd.Error
92,Ftpd.Warning
93,Ftpd.Notice
94,Ftpd.Info
95,Ftpd.Debug
96,Ntpd.Emergency
97,Ntpd.Alert
98,Ntpd.Critical
99,Ntpd.Error
100,Ntpd.Warning
101,Ntpd.Notice
102,Ntpd.Info
103,Ntpd.Debug
104,Logaudit.Emergency
105,Logaudit.Alert
106,Logaudit.Critical
107,Logaudit.Error
108,Logaudit.Warning
109,Logaudit.Notice
110,Logaudit.Info
111,Logaudit.Debug
112,Logalert.Emergency
113,Logalert.Alert
114,Logalert.Critical
115,Logalert.Error
116,Logalert.Warning
117,Logalert.Notice
118,Logalert.Info
119,Logalert.Debug
120,Clock.Emergency
121,Clock.Alert
122,Clock.Critical
123,Clock.Error
124,Clock.Warning
125,Clock.Notice
126,Clock.Info
127,Clock.Debug
128,Local0.Emergency
129,Local0.Alert
130,Local0.Critical
131,Local0.Error
132,Local0.Warning
133,Local0.Notice
134,Local0.Info
135,Local0.Debug
136,Local1.Emergency
137,Local1.Alert
138,Local1.Critical
139,Local1.Error
140,Local1.Warning
141,Local1.Notice
142,Local1.Info
143,Local1.Debug
144,Local2.Emergency
145,Local2.Alert
146,Local2.Critical
147,Local2.Error
148,Local2.Warning
149,Local2.Notice
150,Local2.Info
151,Local2.Debug
152,Local3.Emergency
153,Local3.Alert
154,Local3.Critical
155,Local3.Error
156,Local3.Warning
157,Local3.Notice
158,Local3.Info
159,Local3.Debug
160,Local4.Emergency
161,Local4.Alert
162,Local4.Critical
163,Local4.Error
164,Local4.Warning
165,Local4.Notice
166,Local4.Info
167,Local4.Debug
168,Local5.Emergency
169,Local5.Alert
170,Local5.Critical
171,Local5.Error
172,Local5.Warning
173,Local5.Notice
174,Local5.Info
175,Local5.Debug
176,Local6.Emergency
177,Local6.Alert
178,Local6.Critical
179,Local6.Error
180,Local6.Warning
181,Local6.Notice
182,Local6.Info
183,Local6.Debug
184,Local7.Emergency
185,Local7.Alert
186,Local7.Critical
187,Local7.Error
188,Local7.Warning
189,Local7.Notice
190,Local7.Info
191,Local7.Debug